,expId,Compound,tempSytoxDf
924,2,Geniposidic acid,4.640978<>4.640978<>3.248684<>3.712782<>2.320489<>2.320489<>5.569173<>6.497369<>7.425564<>11.60244<>13.92293<>25.52538<>56.15583<>81.21711<>122.9859<>164.7547<>224.1592<>267.3203<>304.9122<>336.935<>358.2835<>356.8912<>361.0681<>381.0243<>365.709
925,2,GSK461364,16.24342<>15.31523<>16.70752<>12.06654<>12.06654<>32.48684<>51.05075<>54.76354<>54.29944<>69.15057<>95.14005<>129.0192<>154.0805<>164.2906<>182.8545<>182.8545<>177.2854<>167.0752<>154.5446<>140.6216<>141.0857<>134.5883<>128.5551<>131.3397<>121.1295
926,2,Guanosine,8.817858<>9.281956<>8.817858<>6.033271<>5.105075<>9.281956<>12.06654<>12.99474<>12.99474<>14.38703<>19.02801<>25.52538<>38.98421<>76.11204<>110.4553<>178.2135<>233.4412<>271.4972<>291.4534<>319.2993<>342.9683<>369.4218<>353.6425<>375.9192<>350.8579
927,2,Formestane,12.06654<>11.13835<>11.60244<>9.746053<>6.497369<>4.17688<>4.17688<>3.712782<>4.640978<>6.961466<>15.77932<>28.30996<>44.55339<>64.04549<>85.39399<>128.5551<>186.5673<>244.1154<>282.6355<>307.2327<>326.7248<>344.3605<>365.709<>403.301<>382.8806
928,2,Benserazide HCl,5.569173<>5.105075<>4.640978<>1.856391<>1.856391<>1.856391<>3.248684<>6.033271<>10.21015<>12.53064<>19.9562<>37.12782<>52.90715<>71.93516<>109.9912<>160.5778<>207.4517<>258.9666<>294.238<>321.1557<>333.6863<>370.8141<>367.5654<>402.3728<>382.8806
929,2,SB590885,1.856391<>3.712782<>4.17688<>0.9281955<>1.392293<>4.640978<>4.640978<>7.889662<>9.281956<>17.63572<>24.59718<>58.94042<>87.25038<>87.71448<>133.6602<>161.9701<>205.1312<>250.6128<>292.8457<>315.5865<>330.9017<>326.2607<>339.7196<>355.4989<>356.8912
930,2,Domperidone ,9.281956<>8.35376<>8.35376<>6.497369<>9.281956<>10.21015<>12.53064<>11.13835<>8.817858<>10.21015<>21.3485<>30.63045<>46.87387<>75.18384<>115.5603<>144.7985<>152.2241<>206.0594<>234.8335<>246.4359<>253.3974<>269.1767<>297.9508<>301.1995<>311.4096
931,2,LY2157299,21.8126<>22.74079<>19.9562<>14.85113<>12.99474<>13.45884<>11.60244<>10.21015<>12.99474<>18.09981<>18.09981<>23.66899<>41.7688<>64.50959<>96.53233<>150.8318<>193.9929<>262.6794<>271.4972<>285.8842<>309.0891<>297.9508<>307.6968<>317.4429<>315.5865
932,2,Itraconazole,13.92293<>12.06654<>7.889662<>4.17688<>5.569173<>12.06654<>31.55865<>114.6321<>250.1487<>370.8141<>407.4778<>397.7318<>372.2064<>342.0401<>303.5199<>266.3921<>219.5182<>173.5726<>132.2679<>107.6707<>90.03497<>69.15057<>53.37124<>36.19963<>40.37651
933,2,AR-42,3.712782<>6.033271<>5.569173<>10.21015<>25.52538<>41.7688<>65.43778<>111.3835<>175.8931<>254.7897<>316.9788<>352.2502<>386.1293<>393.0908<>399.5882<>391.6985<>376.8474<>359.6758<>341.1118<>288.2047<>230.1925<>170.788<>123.9141<>82.60941<>64.04549
934,2,Mycophenolic acid,8.817858<>8.817858<>7.425564<>7.425564<>6.033271<>4.17688<>3.248684<>4.640978<>6.033271<>11.60244<>13.45884<>12.53064<>20.4203<>25.06128<>26.45357<>36.19963<>46.40978<>61.26091<>82.1453<>110.4553<>137.837<>182.8545<>217.1978<>234.3694<>266.3921
935,2,BIX 01294,3.712782<>6.033271<>4.640978<>5.105075<>10.67425<>12.99474<>22.74079<>32.95094<>59.86861<>96.53233<>136.9088<>216.2696<>258.5025<>259.4307<>276.6023<>280.3151<>278.4586<>277.9946<>248.2923<>224.6233<>200.0261<>177.7495<>165.2188<>155.0087<>142.478
936,2,GW0742,7.889662<>8.35376<>8.35376<>5.105075<>5.569173<>6.497369<>6.497369<>7.889662<>10.21015<>12.06654<>14.38703<>37.12782<>71.00696<>104.8861<>159.6496<>201.4184<>255.7179<>309.0891<>349.4656<>388.4498<>405.6215<>426.5059<>449.7107<>440.4288<>490.0872
937,2,4-Methylumbelliferone (4-MU),12.53064<>13.92293<>14.85113<>11.13835<>10.21015<>12.06654<>12.99474<>12.53064<>12.06654<>16.24342<>16.24342<>33.41504<>58.01222<>91.42726<>123.45<>175.8931<>253.3974<>322.0839<>370.35<>398.1959<>416.7598<>432.075<>455.2799<>461.3132<>466.8824
938,2,Pancuronium dibromide,17.17162<>14.85113<>12.53064<>7.425564<>4.17688<>9.746053<>10.67425<>10.67425<>12.53064<>13.45884<>20.4203<>35.73553<>58.01222<>77.50433<>121.1295<>155.4727<>207.4517<>227.4079<>265.4639<>314.6583<>331.8299<>358.7476<>362.4604<>410.2624<>386.1293
939,2,Artesunate,22.74079<>24.59718<>20.8844<>15.77932<>11.60244<>9.281956<>7.425564<>7.889662<>10.21015<>9.281956<>13.45884<>25.52538<>31.55865<>53.37124<>71.47105<>82.60941<>106.2784<>149.9036<>171.7162<>190.2801<>223.231<>246.9<>288.2047<>299.8072<>320.6916
940,2,Scopolamine HBr,25.98948<>26.45357<>19.02801<>12.53064<>8.35376<>10.21015<>12.53064<>19.49211<>16.70752<>16.24342<>25.06128<>32.02275<>32.95094<>65.90189<>122.0577<>155.0087<>194.9211<>214.8773<>259.4307<>290.5252<>304.4482<>329.5094<>337.8632<>356.8912<>348.0733
941,2,Caffeic Acid,13.92293<>13.45884<>9.281956<>5.105075<>2.784587<>6.033271<>9.281956<>11.60244<>9.746053<>8.817858<>8.35376<>21.8126<>52.44305<>65.90189<>100.7092<>145.7267<>204.203<>263.1434<>312.8019<>333.2222<>345.7528<>345.7528<>354.5707<>358.7476<>359.2117
942,2,Epinephrine Bitartrate ,17.63572<>13.45884<>10.67425<>4.640978<>2.784587<>4.17688<>4.17688<>6.961466<>9.281956<>12.53064<>17.17162<>27.84587<>47.80207<>52.90715<>72.86335<>116.9526<>168.9316<>221.8387<>240.8667<>282.1714<>299.343<>336.4709<>344.3605<>336.935<>344.3605
943,2,Diosmin,18.09981<>18.09981<>15.77932<>10.67425<>9.281956<>12.99474<>12.06654<>12.06654<>12.99474<>12.99474<>16.70752<>33.87914<>56.15583<>66.36598<>103.4938<>144.7985<>195.8493<>231.5848<>265.928<>292.3816<>309.5532<>334.1504<>335.0786<>368.9577<>359.2117
944,2,7-Aminocephalosporanic acid,11.60244<>12.53064<>11.60244<>6.497369<>5.569173<>6.033271<>7.889662<>6.961466<>11.60244<>12.99474<>18.09981<>38.05602<>46.40978<>53.37124<>86.78629<>125.7705<>181.9263<>258.9666<>300.2713<>321.6198<>331.3658<>362.4604<>373.5987<>394.9472<>382.8806
945,2,Glycyrrhizic Acid,25.06128<>19.02801<>14.85113<>6.961466<>5.569173<>4.17688<>5.105075<>2.784587<>8.35376<>7.889662<>15.31523<>23.66899<>43.16109<>48.26617<>87.71448<>116.0244<>156.401<>186.5673<>212.5568<>235.2976<>256.182<>289.1329<>281.7073<>303.5199<>311.8737
946,2,Acetanilide,16.70752<>17.17162<>14.85113<>15.31523<>11.60244<>15.77932<>12.99474<>11.13835<>14.85113<>14.85113<>17.17162<>29.70226<>45.48158<>75.64793<>121.1295<>164.7547<>197.7056<>235.2976<>279.3869<>284.956<>301.6635<>308.1609<>320.6916<>332.294<>318.8352
947,2,Icariin,6.497369<>6.497369<>6.497369<>5.569173<>4.640978<>7.425564<>10.21015<>11.13835<>13.45884<>15.77932<>24.59718<>32.95094<>51.97895<>76.57613<>116.4885<>160.5778<>190.2801<>244.1154<>281.2433<>310.0173<>325.7966<>347.6092<>357.3553<>368.0295<>367.1013
948,2,Trospium chloride ,15.77932<>15.31523<>15.77932<>9.281956<>11.13835<>10.21015<>10.67425<>12.99474<>16.24342<>21.8126<>27.84587<>50.58666<>75.18384<>92.81956<>133.1961<>184.7109<>243.6513<>283.0996<>297.9508<>320.2274<>349.9297<>355.0348<>357.8194<>349.4656<>349.9297
949,2,(+)-Matrine,14.85113<>16.70752<>16.70752<>12.99474<>12.06654<>6.961466<>6.497369<>9.746053<>10.21015<>14.85113<>22.27669<>32.95094<>47.80207<>74.25565<>109.9912<>151.2959<>207.9158<>234.8335<>267.3203<>298.4149<>316.9788<>328.5812<>342.0401<>330.9017<>347.6092
950,2,Terbinafine HCl ,10.67425<>12.06654<>12.53064<>7.425564<>4.17688<>3.248684<>4.17688<>4.640978<>7.889662<>11.60244<>17.17162<>25.52538<>47.33797<>73.79154<>110.4553<>155.0087<>187.4955<>245.9718<>276.1382<>316.0506<>317.907<>329.9735<>349.4656<>359.6758<>362.4604
951,2,Nobiletin,15.31523<>17.63572<>12.06654<>8.35376<>11.60244<>7.889662<>11.13835<>10.21015<>8.817858<>13.45884<>19.9562<>23.66899<>60.79681<>76.11204<>116.0244<>144.3344<>184.7109<>231.5848<>247.8282<>282.1714<>309.0891<>323.4761<>335.0786<>348.0733<>353.1784
952,2,Phenylephrine HCl,11.13835<>11.13835<>9.746053<>5.569173<>6.961466<>7.425564<>8.817858<>7.425564<>9.746053<>10.21015<>12.53064<>23.66899<>47.80207<>67.29417<>95.60414<>147.119<>190.2801<>222.3028<>240.4026<>261.287<>270.1049<>285.4201<>289.597<>317.4429<>301.6635
953,2,Phloretin,9.746053<>7.425564<>8.817858<>6.033271<>6.033271<>5.105075<>4.640978<>10.67425<>10.67425<>16.24342<>19.49211<>29.70226<>55.22763<>72.86335<>106.7425<>147.5831<>196.3134<>237.154<>269.1767<>296.5585<>311.4096<>311.8737<>326.7248<>339.2555<>321.1557
954,2,Trazodone HCl ,16.24342<>15.31523<>12.53064<>6.033271<>5.105075<>5.569173<>7.425564<>11.13835<>16.70752<>21.3485<>27.38177<>38.05602<>68.22237<>87.71448<>124.3782<>169.8598<>221.8387<>291.9175<>335.0786<>380.0961<>381.4884<>370.8141<>381.9525<>387.0575<>384.2729
955,2,Salinomycin,12.53064<>12.99474<>11.60244<>6.497369<>6.497369<>8.35376<>11.13835<>11.60244<>16.24342<>21.8126<>37.12782<>65.90189<>103.0297<>132.2679<>188.4237<>243.1872<>284.956<>311.4096<>371.2782<>373.5987<>402.3728<>426.9699<>420.4726<>419.0803<>428.8263
956,2,Pramiracetam,21.8126<>18.56391<>17.17162<>10.67425<>5.105075<>4.640978<>6.497369<>11.13835<>17.17162<>27.84587<>27.84587<>46.87387<>79.82481<>102.5656<>148.5113<>185.175<>231.5848<>296.0944<>320.6916<>342.9683<>359.2117<>352.7143<>370.8141<>383.3448<>352.2502
957,2,Synephrine,6.033271<>5.105075<>2.320489<>2.784587<>3.712782<>7.425564<>6.497369<>6.497369<>9.746053<>11.60244<>21.3485<>45.01748<>45.01748<>48.73027<>80.28892<>123.9141<>173.1085<>217.1978<>226.0156<>256.6461<>281.7073<>302.5917<>303.984<>330.9017<>324.4043
958,2,Idebenone,6.497369<>6.497369<>5.105075<>1.856391<>2.320489<>5.569173<>7.425564<>10.21015<>12.06654<>13.92293<>15.31523<>23.66899<>40.37651<>46.87387<>78.43253<>108.1348<>175.8931<>225.0874<>236.2258<>276.6023<>282.1714<>313.266<>316.5147<>335.0786<>328.5812
959,2,GW9508,3.712782<>3.712782<>5.105075<>3.712782<>5.569173<>6.961466<>12.06654<>13.45884<>16.70752<>18.56391<>26.45357<>50.58666<>75.18384<>98.85282<>143.8703<>207.9158<>264.9998<>333.6863<>347.1451<>371.7423<>379.1679<>393.0908<>392.6267<>407.4778<>407.9419
960,2,Tyrphostin AG 1296,10.67425<>8.35376<>10.21015<>5.569173<>6.033271<>4.640978<>9.281956<>15.77932<>16.70752<>15.31523<>22.74079<>36.66372<>64.04549<>82.1453<>126.2346<>185.175<>245.9718<>303.0558<>350.3938<>388.9139<>414.4393<>432.5391<>420.4726<>420.0085<>427.4341
961,2,Rasagiline Mesylate,9.281956<>9.281956<>10.67425<>8.35376<>9.281956<>10.21015<>10.21015<>11.60244<>16.24342<>18.56391<>32.95094<>40.8406<>52.44305<>86.78629<>137.3729<>196.7775<>257.1102<>318.3711<>361.9962<>400.0523<>448.7825<>474.772<>479.8771<>507.723<>506.7948
962,2,Vanillylacetone,13.92293<>13.45884<>14.38703<>10.21015<>9.281956<>7.425564<>9.281956<>12.99474<>13.92293<>14.85113<>20.4203<>27.38177<>50.12256<>91.89136<>144.3344<>184.2468<>221.3746<>264.5357<>289.1329<>329.9735<>345.7528<>354.1066<>361.5322<>371.7423<>396.8036
963,2,Ibutilide Fumarate,19.02801<>21.8126<>16.70752<>11.60244<>10.21015<>9.746053<>9.281956<>8.35376<>10.21015<>12.53064<>20.4203<>34.80733<>50.12256<>60.33271<>96.06824<>131.8038<>178.2135<>235.2976<>266.3921<>290.0611<>317.4429<>314.6583<>332.294<>320.6916<>341.1118
964,2,Dioscin,39.91241<>54.76354<>93.28365<>149.9036<>200.4902<>217.1978<>227.4079<>211.1645<>200.9543<>185.175<>169.3957<>149.9036<>139.6934<>122.0577<>105.8143<>87.25038<>70.54286<>52.90715<>45.01748<>36.66372<>33.41504<>26.91767<>24.59718<>18.09981<>18.56391
965,2,S- (+)-Rolipram,16.70752<>17.63572<>15.31523<>11.60244<>4.17688<>5.569173<>6.033271<>9.746053<>7.889662<>7.889662<>17.63572<>26.45357<>49.19436<>64.50959<>94.21185<>128.5551<>157.7932<>196.3134<>223.231<>252.0051<>287.2765<>293.7739<>295.6303<>313.7301<>303.0558
966,2,Lappaconite HBr,14.85113<>14.85113<>11.13835<>7.889662<>5.569173<>7.425564<>12.06654<>13.45884<>15.77932<>19.02801<>22.74079<>28.30996<>64.50959<>73.32745<>105.8143<>155.9368<>206.0594<>258.5025<>309.0891<>329.9735<>342.0401<>342.5042<>361.5322<>388.4498<>378.2397
967,2,Sitafloxacin Hydrate,15.77932<>15.77932<>14.38703<>10.21015<>8.817858<>8.35376<>9.746053<>10.21015<>13.92293<>19.9562<>32.95094<>38.52011<>69.15057<>103.4938<>135.0524<>170.3239<>214.4132<>270.569<>297.4867<>328.1171<>342.9683<>347.6092<>363.3885<>363.8527<>353.6425
968,2,Rheochrysidin,6.961466<>8.35376<>9.281956<>4.17688<>6.033271<>7.425564<>6.961466<>9.281956<>11.60244<>11.60244<>14.85113<>24.13308<>41.7688<>65.43778<>84.00169<>116.4885<>160.1137<>210.7004<>244.1154<>268.7126<>297.4867<>326.7248<>343.8965<>359.2117<>377.3115
969,2,PF-4708671,15.77932<>12.99474<>13.45884<>8.35376<>6.497369<>4.17688<>7.425564<>8.817858<>10.21015<>12.99474<>23.20489<>44.55339<>65.90189<>95.60414<>152.6882<>203.7389<>224.6233<>260.8229<>295.6303<>302.1277<>292.8457<>298.4149<>291.9175<>272.8895<>294.7021
970,2,Chrysophanic Acid,18.09981<>15.31523<>12.06654<>9.281956<>7.889662<>6.961466<>6.497369<>9.281956<>7.889662<>12.99474<>12.53064<>18.09981<>36.19963<>52.90715<>74.25565<>102.5656<>143.4062<>190.2801<>216.2696<>253.8615<>271.4972<>288.6688<>307.6968<>323.4761<>336.935
971,2,MLN9708,15.31523<>16.70752<>14.38703<>12.53064<>35.73553<>89.57087<>164.2906<>237.154<>286.8124<>335.0786<>361.0681<>372.2064<>385.6653<>398.1959<>404.2292<>399.1241<>384.2729<>362.4604<>346.681<>330.9017<>310.4814<>286.8124<>262.2152<>251.0769<>202.3466
972,2,Astragaloside A,23.20489<>21.3485<>19.02801<>11.60244<>8.817858<>8.35376<>10.21015<>11.60244<>10.67425<>11.13835<>16.70752<>27.38177<>62.1891<>100.2451<>139.2293<>185.175<>221.8387<>245.5077<>274.2818<>295.1662<>308.1609<>303.5199<>296.0944<>323.4761<>293.3098
973,2,R406,17.63572<>18.09981<>19.02801<>27.38177<>45.48158<>64.97369<>79.36072<>103.4938<>134.5883<>176.3571<>192.6006<>202.8107<>199.0979<>194.457<>179.1417<>163.3624<>141.0857<>111.3835<>96.06824<>82.1453<>81.68121<>72.86335<>59.40451<>51.51485<>50.12256
974,2,Inosine,17.63572<>16.24342<>15.31523<>10.21015<>12.99474<>12.06654<>9.281956<>11.60244<>17.63572<>17.63572<>29.23816<>31.55865<>52.44305<>69.61466<>106.7425<>142.478<>196.3134<>249.2205<>284.0278<>312.8019<>332.7581<>333.2222<>349.9297<>361.9962<>338.7914
975,2,Vinflunine Tartrate,25.06128<>25.52538<>25.06128<>17.17162<>27.84587<>32.48684<>55.69173<>79.82481<>109.5271<>136.4447<>148.5113<>156.8651<>169.8598<>176.3571<>178.2135<>180.534<>180.534<>187.4955<>187.4955<>205.1312<>201.8825<>187.0314<>202.8107<>218.1259<>192.6006
976,2,Bupivacaine HCl ,14.38703<>11.60244<>12.99474<>7.425564<>8.817858<>9.281956<>9.746053<>12.53064<>10.67425<>16.24342<>24.13308<>37.12782<>69.15057<>107.6707<>148.9754<>199.0979<>252.9333<>290.0611<>339.7196<>344.3605<>366.1731<>386.5934<>390.7703<>372.6705<>374.0628
977,2,Apatinib,10.21015<>9.746053<>7.425564<>3.248684<>8.817858<>8.817858<>11.60244<>9.746053<>9.281956<>14.85113<>23.20489<>33.41504<>55.69173<>96.99644<>143.8703<>167.5393<>194.9211<>213.0209<>231.5848<>231.5848<>239.0103<>230.6566<>232.9771<>247.8282<>226.0156
978,2,Estriol,12.99474<>12.06654<>14.85113<>12.53064<>8.35376<>9.281956<>14.38703<>11.60244<>15.77932<>22.74079<>29.70226<>45.48158<>82.1453<>95.60414<>133.6602<>172.6444<>226.0156<>303.0558<>322.0839<>355.4989<>361.9962<>379.1679<>396.3395<>411.1906<>401.4446
979,2,Telatinib,13.45884<>12.53064<>11.13835<>9.746053<>7.889662<>7.889662<>12.53064<>12.06654<>15.31523<>19.9562<>25.98948<>37.59192<>62.6532<>88.64268<>119.2731<>164.7547<>200.0261<>270.1049<>328.5812<>357.8194<>387.9857<>412.1188<>419.0803<>415.8316<>425.5777
980,2,Lincomycin HCl ,9.281956<>11.60244<>8.817858<>5.569173<>6.961466<>9.746053<>9.746053<>9.281956<>8.817858<>8.817858<>16.70752<>45.01748<>68.68647<>92.81956<>133.1961<>183.3186<>236.2258<>289.1329<>311.8737<>331.8299<>350.3938<>365.2449<>371.7423<>383.3448<>396.3395
981,2,Abiraterone Acetate,4.17688<>5.569173<>4.640978<>2.320489<>6.497369<>6.961466<>7.425564<>12.53064<>13.45884<>16.24342<>24.13308<>40.8406<>59.40451<>63.1173<>104.422<>136.9088<>193.5288<>230.1925<>218.1259<>234.8335<>249.6846<>244.1154<>258.9666<>263.6075<>259.4307
982,2,Nateglinide,6.033271<>6.497369<>4.640978<>4.17688<>6.961466<>6.961466<>6.961466<>9.281956<>8.35376<>8.817858<>17.17162<>42.2329<>70.07877<>96.06824<>141.5498<>194.457<>244.1154<>295.1662<>310.9455<>333.6863<>359.6758<>378.7038<>383.8089<>403.765<>404.6933
983,2,Empty,7.889662<>6.497369<>7.889662<>9.281956<>6.497369<>7.889662<>8.817858<>11.13835<>13.92293<>19.9562<>29.70226<>57.54812<>85.85809<>102.1015<>141.5498<>195.8493<>269.6408<>381.9525<>398.1959<>415.8316<>431.6109<>441.8211<>451.5671<>464.5619<>479.413
984,2,Empty,11.60244<>12.99474<>11.13835<>4.640978<>6.961466<>7.425564<>8.817858<>9.746053<>9.281956<>9.746053<>17.63572<>50.58666<>82.1453<>109.9912<>165.2188<>211.6286<>288.2047<>358.7476<>391.6985<>419.0803<>475.2361<>492.4077<>503.5461<>514.2203<>540.6739
985,2,Esculin,13.45884<>12.99474<>12.53064<>11.13835<>10.67425<>12.99474<>11.60244<>11.13835<>16.70752<>22.27669<>25.06128<>45.01748<>74.25565<>116.0244<>171.2521<>230.6566<>296.5585<>359.2117<>414.4393<>450.1748<>471.5233<>503.5461<>510.5075<>522.11<>536.0329
986,2,D-Pantothenic acid,30.63045<>29.70226<>28.77406<>15.77932<>15.77932<>16.24342<>18.09981<>13.45884<>10.67425<>16.24342<>25.06128<>27.38177<>45.48158<>82.60941<>113.2399<>160.5778<>215.3414<>264.0716<>303.0558<>329.5094<>373.5987<>393.5549<>405.1573<>408.406<>431.6109
987,2,Asiatic Acid,25.98948<>25.98948<>27.84587<>15.77932<>11.13835<>7.889662<>9.281956<>12.06654<>12.99474<>17.17162<>17.63572<>27.38177<>47.80207<>66.36598<>104.8861<>149.4395<>190.2801<>243.1872<>277.9946<>295.1662<>303.0558<>316.0506<>321.6198<>361.5322<>355.4989
988,2,Sotalol ,21.8126<>21.3485<>13.92293<>6.497369<>6.961466<>7.425564<>6.033271<>7.425564<>3.712782<>10.67425<>14.38703<>24.13308<>47.33797<>70.54286<>125.3064<>154.5446<>190.7442<>241.7949<>291.9175<>307.2327<>321.1557<>359.6758<>355.963<>375.4551<>361.0681
989,2,Chlorogenic Acid,8.35376<>11.13835<>9.281956<>8.35376<>6.033271<>7.889662<>8.817858<>6.961466<>7.425564<>12.06654<>16.24342<>29.70226<>61.725<>86.32218<>115.0962<>152.2241<>200.4902<>278.4586<>304.9122<>314.6583<>341.1118<>348.0733<>347.6092<>379.632<>348.0733
990,2,L-Adrenaline,15.31523<>17.17162<>16.24342<>11.60244<>8.817858<>9.746053<>8.35376<>11.60244<>12.06654<>11.60244<>15.31523<>28.30996<>54.29944<>64.50959<>104.422<>136.9088<>172.1803<>217.1978<>234.3694<>279.851<>314.6583<>328.5812<>355.0348<>359.2117<>353.6425
991,2,DL-Carnitine HCl,25.06128<>23.20489<>19.02801<>11.13835<>10.21015<>10.21015<>13.92293<>13.92293<>20.4203<>20.4203<>20.8844<>38.98421<>68.22237<>103.4938<>126.2346<>161.9701<>212.5568<>243.1872<>293.3098<>300.7354<>325.3326<>338.3273<>340.6478<>363.3885<>348.5374
992,2,Asaraldehyde,14.38703<>11.60244<>12.53064<>12.53064<>7.889662<>6.497369<>7.425564<>9.281956<>9.281956<>16.70752<>24.59718<>28.77406<>57.08403<>87.25038<>133.1961<>172.6444<>221.3746<>260.8229<>276.6023<>305.8404<>314.6583<>345.7528<>353.1784<>387.0575<>368.4936
993,2,Gossypol,22.27669<>21.8126<>19.02801<>12.06654<>6.961466<>5.105075<>6.961466<>14.38703<>20.8844<>24.59718<>28.30996<>32.95094<>45.48158<>53.83534<>57.54812<>70.54286<>73.79154<>89.57087<>78.89662<>74.71974<>81.21711<>87.25038<>82.60941<>108.5989<>77.96842
994,2,Lomefloxacin HCl ,12.53064<>9.746053<>15.31523<>8.817858<>7.889662<>6.497369<>6.961466<>6.033271<>7.889662<>9.746053<>17.63572<>34.34324<>67.75828<>97.46053<>143.4062<>185.6391<>232.513<>282.6355<>297.9508<>322.5479<>337.8632<>327.653<>339.2555<>350.3938<>334.6145
995,2,Indole-3-carbinol,16.24342<>19.49211<>13.45884<>8.817858<>7.889662<>12.06654<>9.746053<>10.67425<>14.85113<>13.45884<>21.8126<>28.77406<>41.3047<>71.93516<>104.422<>151.2959<>181.9263<>226.4797<>246.9<>270.1049<>281.2433<>294.238<>277.0664<>305.3763<>298.4149
996,2,Tolterodine tartrate,12.99474<>12.06654<>11.60244<>7.889662<>6.961466<>10.67425<>10.21015<>9.281956<>8.35376<>15.31523<>22.74079<>43.16109<>66.36598<>77.50433<>108.1348<>152.2241<>173.5726<>223.6951<>239.0103<>258.5025<>283.0996<>281.7073<>281.7073<>328.5812<>267.7844
997,2,Methyl-Hesperidin,16.24342<>15.31523<>12.99474<>7.889662<>8.817858<>11.60244<>12.06654<>14.38703<>17.17162<>16.24342<>20.8844<>41.3047<>66.36598<>96.06824<>116.4885<>158.7214<>204.6671<>264.5357<>284.956<>305.8404<>321.6198<>350.8579<>341.1118<>339.2555<>335.0786
998,2,Cortisone acetate ,18.56391<>15.77932<>13.92293<>9.281956<>6.497369<>7.889662<>11.60244<>7.425564<>10.67425<>15.31523<>24.13308<>38.52011<>64.97369<>94.67594<>134.5883<>180.9981<>238.5462<>286.3483<>313.266<>354.1066<>361.5322<>379.1679<>377.3115<>387.9857<>368.4936
999,2,Oleanolic Acid,41.3047<>38.05602<>39.44831<>29.23816<>15.31523<>13.45884<>14.38703<>14.85113<>18.56391<>21.3485<>32.48684<>58.47632<>72.86335<>102.5656<>125.3064<>161.9701<>192.1365<>232.513<>259.4307<>279.3869<>303.0558<>325.3326<>341.1118<>341.1118<>339.7196
1000,2,Streptomycin sulfate,10.67425<>15.77932<>13.92293<>9.746053<>9.281956<>9.281956<>13.92293<>17.17162<>15.77932<>18.09981<>26.91767<>35.73553<>60.79681<>83.5376<>120.2013<>168.0034<>215.8055<>260.8229<>308.1609<>320.2274<>351.322<>371.2782<>369.8859<>369.4218<>378.2397
1001,2,Phlorizin,5.569173<>6.033271<>7.425564<>5.105075<>3.712782<>4.17688<>5.105075<>10.67425<>14.85113<>14.38703<>18.56391<>38.98421<>71.00696<>113.2399<>162.8983<>188.8878<>230.1925<>272.8895<>295.1662<>327.1889<>336.0068<>372.2064<>381.0243<>377.7756<>391.2344
1002,2,Thiamphenicol,6.497369<>6.497369<>6.033271<>7.425564<>3.712782<>0.9281955<>8.35376<>8.817858<>13.92293<>15.31523<>24.13308<>36.66372<>65.43778<>96.99644<>125.7705<>163.8265<>207.4517<>252.4692<>285.8842<>310.0173<>344.3605<>356.4271<>374.0628<>390.3062<>364.7809
1003,2,Sclareol,5.105075<>6.961466<>4.17688<>0.9281955<>3.712782<>8.817858<>6.497369<>7.889662<>9.281956<>12.06654<>20.4203<>28.77406<>52.44305<>84.4658<>134.1243<>181.4622<>212.5568<>240.4026<>268.7126<>278.4586<>304.4482<>316.5147<>323.9402<>323.9402<>342.5042
1004,2,Clindamycin palmitate HCl,14.85113<>13.92293<>10.21015<>7.425564<>6.033271<>10.21015<>12.53064<>9.746053<>10.67425<>13.92293<>16.24342<>38.52011<>73.32745<>113.704<>161.506<>193.5288<>239.0103<>284.4919<>309.0891<>320.6916<>335.0786<>365.709<>373.1346<>376.8474<>387.0575
1005,2,Tangeretin,12.99474<>12.06654<>17.17162<>10.67425<>9.746053<>8.817858<>8.817858<>8.817858<>7.889662<>15.31523<>18.09981<>33.87914<>56.61993<>75.18384<>114.6321<>170.3239<>211.6286<>266.3921<>295.6303<>333.6863<>330.9017<>350.8579<>354.5707<>358.2835<>366.1731
1006,2,Mifepristone,6.033271<>5.105075<>6.033271<>6.033271<>4.17688<>5.569173<>3.248684<>6.497369<>8.817858<>16.24342<>19.02801<>35.27143<>53.37124<>84.92989<>111.3835<>154.5446<>219.9823<>239.9386<>271.0331<>290.5252<>310.9455<>348.5374<>347.6092<>365.2449<>384.2729
1007,2,Empty,10.21015<>8.817858<>6.961466<>5.105075<>5.569173<>4.640978<>6.497369<>10.67425<>16.70752<>22.27669<>27.84587<>50.58666<>81.21711<>120.2013<>155.0087<>194.9211<>225.5515<>265.4639<>304.4482<>314.1942<>344.8246<>350.8579<>363.3885<>367.1013<>374.5269
1008,2,Empty,12.99474<>12.53064<>9.746053<>8.817858<>4.640978<>12.99474<>16.70752<>16.24342<>12.53064<>15.77932<>28.77406<>40.8406<>84.4658<>103.0297<>167.5393<>239.9386<>318.8352<>368.4936<>413.9752<>437.6442<>463.1696<>478.4848<>502.6179<>443.6775<>501.2256
1009,2,Naltrexone HCl,20.4203<>17.17162<>16.24342<>10.67425<>9.746053<>12.06654<>13.92293<>17.63572<>13.45884<>19.9562<>23.20489<>36.19963<>68.22237<>98.85282<>136.4447<>183.7827<>249.2205<>314.6583<>336.4709<>391.6985<>415.3675<>409.7983<>427.8981<>431.6109<>422.7931
