,expId,Compound,tempConfluenceDf
97,3,Linifanib (ABT-869),39.95717<>42.03691<>46.0771<>50.74043<>55.99545<>61.60353<>66.34497<>69.65005<>74.45477<>77.40799<>80.35746<>83.03001<>86.25242<>88.46028<>91.16731<>94.66891<>95.84272<>96.87195<>98.81776<>99.17778<>99.08818<>99.49657<>99.6571<>99.90515<>99.74103
98,3,OSI-930,37.98063<>39.36126<>45.03446<>49.87622<>56.23597<>61.28134<>65.00945<>70.8493<>78.50969<>81.48396<>85.18533<>90.45113<>94.06236<>95.69987<>97.66309<>98.34486<>99.42307<>99.52377<>99.78635<>99.78903<>99.81618<>99.90977<>99.82274<>99.98127<>100
99,3,Afatinib (BIBW2992),47.52397<>47.76594<>50.94213<>54.88968<>61.78769<>65.92161<>72.4026<>77.32586<>81.7879<>84.39018<>88.99361<>89.61634<>93.3488<>94.98605<>96.40921<>97.43341<>98.58524<>99.24147<>99.49823<>99.49056<>99.73737<>99.89838<>99.92663<>99.98079<>100
100,3,Idarubicin HCl,35.29025<>37.14758<>39.3549<>42.93655<>44.48164<>42.32406<>40.8723<>39.54907<>41.70332<>38.82335<>37.71117<>34.95247<>33.35883<>31.2355<>29.39137<>28.4089<>26.70479<>25.27056<>24.92111<>24.42122<>23.55742<>23.06325<>23.55135<>22.72153<>22.91335
101,3,Ridaforolimus (Deforolimus; MK-8669),46.76571<>49.81405<>57.48492<>63.89865<>69.91344<>78.11691<>81.22077<>85.69283<>89.37804<>93.23095<>95.7255<>97.47105<>98.3745<>98.61599<>98.63167<>99.42204<>99.09441<>99.60191<>99.70089<>99.92712<>99.96201<>99.93671<>99.93298<>99.95834<>99.95924
102,3,Agomelatine,44.91869<>48.84946<>54.55916<>63.7196<>72.09598<>79.15355<>85.51917<>92.66806<>95.55441<>98.39384<>99.42632<>99.62331<>99.92657<>99.93707<>99.9783<>100<>100<>99.96621<>100<>100<>100<>100<>100<>100<>100
103,3,NVP-AEW541,33.50105<>36.85773<>42.87357<>49.32593<>55.28537<>64.53268<>71.48306<>78.49731<>82.92267<>87.51001<>92.60194<>95.24729<>97.35942<>98.37353<>99.35564<>99.71442<>99.79996<>99.8939<>99.93153<>99.96988<>100<>100<>100<>100<>100
104,3,Nepafenac,43.7136<>45.90704<>53.23593<>58.70407<>67.93766<>75.99323<>83.14441<>88.49926<>95.21026<>97.07774<>97.83011<>99.43771<>99.69765<>99.94238<>99.91993<>99.97562<>100<>100<>100<>100<>99.89914<>100<>100<>100<>100
105,3,Tandutinib (MLN518),46.07255<>51.55683<>56.26979<>64.7243<>71.95325<>80.2832<>84.97707<>87.63773<>96.40369<>96.48775<>99.06698<>99.14111<>99.68977<>99.9093<>99.86888<>99.87006<>99.97775<>100<>99.97913<>99.98058<>99.97692<>99.98071<>100<>99.97188<>100
106,3,PD173074,28.59989<>34.63162<>38.49732<>43.125<>47.37753<>50.63204<>53.60659<>57.79708<>61.93779<>65.9951<>68.56633<>73.6584<>80.22539<>83.43908<>85.14443<>89.00896<>92.02329<>94.92166<>96.57748<>97.38651<>98.32007<>98.75062<>99.15063<>99.67968<>99.67492
107,3,Entinostat (MS-275),31.14805<>34.33521<>38.69115<>44.60177<>48.42181<>52.05053<>55.80904<>59.22458<>67.03143<>72.20879<>81.10251<>84.17509<>91.38705<>92.54254<>93.8809<>95.48719<>96.94026<>98.42251<>98.98299<>99.13157<>99.56585<>99.37444<>99.33817<>99.51624<>99.41022
108,3,Amisulpride,47.19241<>48.34272<>55.05015<>61.77872<>69.50677<>73.86178<>80.57809<>85.50598<>90.04716<>92.21982<>95.23147<>98.236<>99.29341<>99.58733<>99.85431<>99.9008<>100<>100<>100<>100<>100<>100<>100<>100<>100
109,3,SL-327,41.30283<>45.44643<>52.33372<>60.26684<>68.92834<>78.47708<>81.66515<>90.71438<>95.26579<>98.10433<>98.98229<>99.51978<>99.87199<>99.97623<>99.95136<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
110,3,Camptothecin,43.26232<>41.81172<>43.1811<>46.56485<>49.34977<>53.33009<>54.58237<>55.86621<>55.348<>52.22382<>49.50195<>48.96392<>47.98713<>44.62656<>43.46416<>41.36017<>40.58777<>39.14912<>38.48495<>36.29006<>35.63833<>34.76535<>35.51606<>35.05733<>34.02934
111,3,SB203580,42.58517<>45.41474<>50.71734<>57.76082<>68.42402<>75.99317<>82.50904<>88.31123<>94.08929<>96.7345<>98.65694<>99.54037<>99.73819<>99.7927<>99.8941<>99.97948<>100<>100<>100<>100<>100<>100<>100<>100<>100
112,3,Ifosfamide,44.80914<>46.65664<>53.97947<>60.58541<>70.53141<>75.76749<>81.91769<>90.22318<>95.5584<>98.47929<>99.30433<>99.77633<>99.90356<>99.94334<>99.97133<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
113,3,NVP-ADW742,33.22577<>36.30347<>41.40474<>47.16609<>54.65539<>62.02226<>68.3101<>73.39744<>80.19493<>83.20782<>85.20107<>88.8755<>90.38378<>91.82539<>94.18317<>95.4137<>97.7937<>99.28747<>99.76728<>99.82185<>99.9455<>100<>100<>100<>100
114,3,Doxazosin Mesylate,34.39088<>36.39396<>42.26744<>46.59827<>53.17599<>60.82808<>67.26231<>76.39161<>79.31303<>84.94046<>89.56715<>92.92489<>95.82987<>98.3745<>98.78342<>99.58257<>99.88057<>99.93997<>100<>99.97878<>99.97961<>100<>100<>100<>100
115,3,BTZ043 Racemate,46.1644<>47.23074<>53.03907<>60.30787<>69.6774<>71.69955<>83.28104<>87.95244<>93.75331<>96.79527<>98.47507<>99.52088<>99.88824<>99.95626<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
116,3,Flupirtine maleate,50.21918<>52.51459<>59.45124<>68.14204<>73.11139<>83.77949<>89.65171<>93.22135<>96.61983<>98.16782<>99.29874<>99.52731<>99.90977<>99.94542<>99.97215<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
117,3,OSU-03012 (AR-12),44.41976<>49.83173<>55.23989<>63.7678<>69.14545<>76.18457<>78.70717<>86.23349<>90.37734<>91.04221<>95.35781<>94.89458<>98.40434<>99.17572<>99.64943<>99.71726<>100<>99.94735<>100<>100<>100<>100<>100<>100<>100
118,3,TG100-115,47.9782<>51.53003<>58.69419<>65.53954<>73.19636<>80.34538<>91.16039<>94.86274<>97.3921<>98.95715<>99.63519<>99.90639<>99.92953<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
119,3,Suvorexant (MK-4305),39.39606<>42.14377<>46.65845<>53.71125<>60.21667<>66.8627<>75.70244<>82.7917<>89.27353<>96.11765<>98.12098<>99.24237<>99.55977<>99.89589<>99.9495<>99.98009<>100<>99.97933<>100<>100<>100<>100<>100<>100<>100
120,3,IWP-L6,48.39211<>49.83372<>56.55427<>66.11075<>71.50165<>81.45266<>86.6547<>91.16972<>96.5687<>97.76822<>99.14282<>99.5235<>99.90674<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
121,3,JNJ-38877605,34.2072<>35.45783<>40.09581<>44.7145<>48.66635<>51.96348<>58.47253<>62.76387<>68.28461<>73.82301<>80.1648<>85.91034<>91.36604<>93.92988<>97.18044<>99.41776<>99.79698<>99.9345<>99.97823<>100<>100<>100<>100<>100<>100
122,3,MGCD-265,33.67809<>33.01552<>35.27763<>39.36408<>43.97774<>50.05808<>55.63459<>60.48306<>67.92399<>73.70171<>77.47128<>82.8109<>87.96369<>90.31339<>93.62717<>95.4896<>97.06806<>98.70972<>98.78584<>99.43039<>99.59176<>99.66174<>99.72224<>99.94722<>100
123,3,Mocetinostat (MGCD0103),44.49961<>40.64275<>41.49246<>38.72203<>40.92865<>44.53208<>48.46506<>52.37447<>60.03404<>64.18075<>64.3705<>63.98024<>68.56411<>68.11829<>69.37638<>70.02659<>66.79778<>64.64314<>59.69861<>61.44992<>59.51019<>56.88037<>58.01592<>54.79942<>54.9631
124,3,Daptomycin,37.03207<>39.16784<>44.1822<>50.72849<>56.4427<>61.3427<>68.87495<>75.10948<>82.0859<>87.52797<>92.71979<>95.95172<>98.81223<>99.22793<>99.73183<>99.84919<>99.95716<>100<>100<>100<>100<>100<>100<>100<>100
125,3,Brivanib Alaninate (BMS-582664),43.34652<>46.69125<>54.1306<>59.1262<>68.6003<>77.64756<>81.6498<>90.26614<>93.3088<>96.35995<>98.23959<>99.32229<>99.77805<>99.63886<>99.79387<>99.8521<>100<>100<>99.97042<>100<>100<>100<>100<>100<>100
126,3,Mianserin HCl,36.57991<>37.49536<>42.71716<>48.45144<>56.16503<>64.19512<>70.86427<>78.14096<>83.80622<>87.95768<>93.07768<>97.27556<>97.96114<>99.4987<>99.9573<>99.96967<>100<>100<>100<>100<>100<>100<>100<>100<>100
127,3,Barasertib (AZD1152-HQPA),48.15829<>53.27047<>54.87592<>55.94781<>53.37299<>56.6158<>56.3988<>58.59147<>69.52773<>69.10126<>70.79154<>74.0527<>76.29324<>79.2702<>79.51433<>78.79157<>82.21671<>81.70513<>80.50383<>83.67774<>82.89475<>84.10552<>83.49055<>84.97485<>86.00906
128,3,Pelitinib (EKB-569),42.422<>38.86563<>38.88815<>38.87944<>40.76618<>42.05915<>43.6962<>46.27907<>48.63049<>51.39714<>52.12858<>54.62652<>56.6496<>57.05488<>58.80041<>61.01175<>63.24014<>65.44422<>65.8555<>68.47825<>69.79497<>71.35203<>73.64009<>76.0146<>77.90637
129,3,CEP-18770 (Delanzomib),37.90292<>40.41188<>46.66156<>49.8722<>48.60183<>44.22924<>37.47478<>35.76646<>33.75739<>34.42004<>30.83969<>31.34374<>31.42774<>31.57286<>28.9593<>28.29362<>30.18086<>28.78198<>27.64589<>28.13971<>27.9662<>27.9407<>27.37863<>27.76388<>26.48879
130,3,Tigecycline,36.01548<>37.84959<>43.32808<>49.56461<>54.2845<>64.58872<>69.10676<>78.8639<>82.93545<>89.53884<>94.19257<>97.45419<>99.13337<>99.64977<>99.80257<>99.86467<>100<>100<>100<>100<>100<>100<>100<>100<>100
131,3,CP-724714,26.87348<>31.71936<>34.26662<>40.10685<>47.80869<>53.8061<>58.11941<>65.07343<>72.54731<>78.56756<>82.90741<>90.89107<>94.65359<>96.59718<>97.47188<>98.43625<>99.50513<>99.78841<>99.91565<>100<>100<>100<>100<>100<>100
132,3,Prazosin HCl,44.42453<>45.15734<>52.40969<>58.33713<>66.57928<>72.88155<>78.29573<>85.36036<>89.50472<>92.79984<>95.25792<>97.79225<>99.36435<>99.6801<>99.83179<>99.82372<>99.89645<>100<>100<>99.97085<>100<>100<>100<>100<>100
133,3,BIIB021,49.83823<>53.64323<>55.6223<>59.62065<>63.97601<>66.9386<>67.85947<>67.67294<>66.57149<>67.40909<>64.52386<>68.84559<>66.346<>67.17404<>65.94392<>63.82957<>61.65636<>63.25888<>62.59346<>59.53727<>58.958<>56.35816<>56.54257<>56.6058<>55.65526
134,3,Topiramate,40.68633<>43.10703<>49.40194<>55.82025<>64.60744<>71.79603<>77.68057<>83.8264<>88.63084<>93.1096<>97.87307<>98.96033<>99.56377<>99.93616<>99.97783<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
135,3,BIBR 1532,43.50684<>46.78996<>53.09163<>59.95898<>66.98013<>77.27142<>83.56965<>88.89098<>95.79402<>98.23883<>99.42817<>99.72417<>99.96705<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
136,3,Elaiophylin,41.07938<>43.79903<>43.54049<>42.71157<>44.59755<>42.85684<>43.11548<>42.84863<>43.4089<>42.58761<>42.95982<>42.81948<>43.4167<>42.9117<>42.92979<>42.0007<>42.32425<>42.07849<>42.27846<>42.61266<>41.11654<>40.8763<>41.43451<>41.43788<>39.91545
137,3,TAK-700 (Orteronel),51.74417<>53.50367<>57.51078<>67.49363<>73.0915<>82.82355<>87.61127<>91.87402<>95.14201<>97.75723<>98.92531<>99.54188<>99.84678<>100<>99.95157<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
138,3,Atazanavir Sulfate,44.62878<>47.80311<>52.55511<>57.8105<>64.26746<>71.7863<>76.583<>82.83439<>87.24711<>91.05893<>93.02235<>95.63335<>97.97993<>99.08549<>99.50658<>99.91917<>99.97202<>100<>100<>100<>100<>100<>100<>100<>100
139,3,Melatonin,43.09267<>47.66426<>52.61405<>60.45838<>71.54171<>78.66488<>84.53056<>91.25857<>95.90558<>97.14612<>98.88822<>99.50003<>99.97878<>99.96629<>99.98079<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
140,3,Doxercalciferol,45.36753<>48.52134<>54.11921<>62.86445<>69.28458<>78.54767<>85.05242<>92.34692<>95.22179<>98.08485<>99.03735<>99.59244<>99.75236<>99.91371<>99.91724<>99.98044<>100<>100<>100<>100<>100<>100<>100<>100<>100
141,3,Bendamustine HCl,45.42004<>47.41399<>54.90538<>61.17284<>69.21536<>77.34866<>85.75292<>89.49368<>95.45313<>97.43174<>98.62717<>99.63327<>99.77032<>99.96925<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
142,3,Oligomycin A,45.91567<>49.78504<>53.9338<>62.97779<>71.2866<>78.14358<>85.5897<>85.93584<>91.05782<>95.83311<>97.68615<>98.31288<>99.30219<>99.39316<>99.18275<>99.96097<>99.82523<>99.91081<>99.91848<>99.97858<>99.9781<>99.9783<>100<>100<>100
143,3,NMS-873,41.08684<>45.01845<>51.0724<>55.18692<>56.01218<>57.24337<>57.05453<>55.67652<>56.63557<>54.43082<>55.75739<>56.92749<>58.88747<>59.05925<>59.96103<>61.80453<>64.6895<>65.98198<>66.451<>67.76801<>67.69457<>68.91508<>71.20744<>73.68671<>73.39772
144,3,EHop-016 ,41.43719<>45.67086<>50.22601<>57.42484<>64.99798<>71.10196<>79.7594<>87.15365<>92.40695<>95.65794<>98.29575<>99.8269<>99.9287<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
145,3,Veliparib (ABT-888),33.37062<>33.90329<>39.63519<>44.19657<>49.32361<>54.65753<>60.26014<>65.61734<>70.32436<>76.21083<>82.07539<>87.73217<>92.54504<>94.42756<>98.22585<>98.8335<>99.82308<>99.98016<>100<>100<>100<>100<>100<>100<>100
146,3,Dacarbazine,38.2789<>40.42399<>45.26828<>51.36979<>58.66828<>64.91759<>71.97757<>78.47301<>83.98002<>89.76997<>94.94079<>97.84475<>98.99791<>99.57705<>99.93568<>99.97333<>100<>99.96892<>100<>100<>100<>100<>100<>100<>100
147,3,Bortezomib (PS-341),44.26281<>45.85023<>53.79199<>53.35565<>49.3627<>42.56894<>38.76865<>35.30608<>35.40769<>33.88698<>33.34459<>32.85236<>31.63496<>32.70309<>31.24364<>30.85647<>31.36936<>29.9477<>30.63819<>30.7628<>29.78938<>29.66817<>29.42224<>28.91544<>29.59473
148,3,Fludarabine Phosphate,48.76989<>49.7724<>57.50526<>65.04184<>73.18736<>78.76803<>84.46949<>89.18959<>94.74234<>98.36359<>98.82108<>99.78426<>99.79021<>99.8939<>99.90232<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
149,3,Erlotinib HCl (OSI-744),49.73729<>51.60256<>57.78008<>67.60187<>75.70104<>80.0583<>87.02981<>92.29801<>96.36377<>98.51431<>98.89388<>99.59363<>99.9017<>100<>99.97188<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
150,3,Amuvatinib (MP-470),48.30175<>50.7188<>58.5277<>65.88638<>72.27688<>78.61413<>85.51151<>90.24832<>96.63937<>98.43811<>99.02139<>99.54396<>99.76499<>99.84139<>99.97175<>99.98016<>99.981<>100<>100<>100<>99.97761<>100<>100<>100<>100
151,3,Pazopanib HCl (GW786034 HCl),39.52276<>40.81391<>41.83666<>43.27338<>44.87047<>49.08281<>50.60889<>54.18704<>55.20769<>55.46999<>56.59379<>58.6515<>58.92773<>58.94617<>57.01062<>57.34256<>57.33132<>58.3249<>58.27523<>57.90064<>55.2872<>55.82733<>54.56572<>55.54406<>55.34333
152,3,Rufinamide,40.06306<>41.86691<>47.30375<>56.06011<>62.31239<>71.48859<>76.72082<>87.32626<>92.53992<>96.29794<>98.36905<>99.49664<>99.66221<>99.91565<>99.95019<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
153,3,Temsirolimus (CCI-779; NSC 683864),48.84912<>52.15939<>58.78328<>64.5182<>69.72769<>79.12045<>80.12668<>86.24854<>89.69758<>92.76628<>94.83145<>97.9722<>98.15955<>97.27977<>98.50056<>98.98741<>99.39351<>99.45906<>99.6006<>99.64848<>99.79573<>99.84319<>99.87463<>99.93416<>99.92222
154,3,WYE-354,30.88617<>33.87771<>38.52302<>42.54848<>46.10155<>49.59183<>51.36604<>53.76044<>55.51751<>57.70025<>60.22566<>63.94705<>66.45211<>66.16255<>68.30901<>69.10885<>71.44375<>73.61219<>74.36954<>74.9567<>74.56206<>76.53231<>77.46622<>79.55654<>80.45997
155,3,Enzastaurin (LY317615),35.06368<>36.92847<>40.27092<>45.21993<>49.82939<>54.73641<>59.06712<>65.19092<>71.35541<>75.56571<>79.21419<>83.89961<>87.95354<>91.74313<>94.75312<>97.44093<>98.53358<>99.37651<>99.58615<>99.66539<>99.86225<>99.94065<>99.9468<>99.9305<>100
156,3,Aniracetam,39.70683<>42.75138<>47.82763<>54.02182<>61.16874<>67.81802<>76.8341<>84.03651<>91.12642<>94.36711<>96.5638<>98.41255<>99.549<>99.85237<>99.9812<>99.90468<>100<>100<>100<>100<>100<>100<>100<>100<>100
157,3,SB431542,43.90797<>47.31141<>54.76494<>64.42114<>70.83403<>79.13474<>87.71703<>93.14233<>97.59332<>99.03313<>99.7136<>99.94286<>99.93125<>99.94044<>99.97215<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
158,3,Carmofur,42.22757<>46.48395<>51.03971<>59.95911<>67.12912<>74.26668<>80.81854<>86.69582<>93.53509<>95.05276<>97.16643<>98.63789<>99.44194<>99.61019<>99.89825<>99.85569<>99.95709<>100<>100<>100<>100<>100<>100<>100<>100
159,3,SB202190 (FHPI),39.92699<>41.66624<>48.49462<>56.88031<>63.97352<>74.36939<>83.76726<>90.38945<>96.74734<>97.77071<>99.10573<>99.95689<>99.89893<>100<>99.95827<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
160,3,Megestrol Acetate,43.45152<>47.76089<>56.93946<>64.75415<>73.31586<>79.3305<>83.59706<>90.02078<>93.71394<>96.79465<>98.98092<>99.50147<>99.62193<>99.80305<>99.95544<>100<>100<>99.97748<>100<>100<>100<>100<>100<>100<>100
161,3,PCI-24781 (Abexinostat),74.19852<>80.5834<>84.06318<>85.42398<>92.22687<>96.54791<>98.41206<>98.7169<>98.60694<>97.6445<>95.85577<>92.06985<>87.02371<>80.71645<>75.08585<>69.7684<>66.11351<>62.89705<>58.08777<>54.65096<>51.59978<>48.47839<>47.16526<>44.67824<>44.08854
162,3,Edaravone,45.94142<>48.58635<>56.71474<>64.32319<>70.75748<>77.3215<>88.29776<>91.06017<>96.7184<>98.95888<>99.14469<>99.7956<>99.9008<>99.93851<>99.91634<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
163,3,Rucaparib (AG-014699;PF-01367338),40.11673<>42.05646<>47.64355<>54.15209<>59.82405<>63.38271<>68.99493<>73.95274<>79.37202<>87.38476<>93.53689<>97.57211<>98.3705<>99.03666<>99.33644<>99.81894<>99.89245<>99.97603<>99.91213<>100<>100<>100<>100<>100<>100
164,3,Fluvoxamine maleate,42.27966<>47.16789<>53.32035<>60.20149<>67.60534<>76.96804<>85.12109<>90.71728<>95.58169<>98.07339<>99.23828<>99.71809<>99.87966<>99.95938<>99.94238<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
165,3,Danusertib (PHA-739358),35.91124<>36.54062<>37.25111<>37.64706<>41.11551<>43.44585<>45.61028<>47.30555<>48.73099<>47.56713<>51.75509<>54.32491<>56.08318<>57.63311<>61.70458<>62.93719<>64.61573<>67.45232<>67.80496<>66.89987<>69.64259<>69.1049<>68.79559<>73.01917<>74.58314
166,3,Ketoconazole,44.85695<>46.09651<>55.07763<>61.1776<>67.88123<>77.59538<>84.34404<>89.56068<>93.78357<>96.97563<>98.14993<>99.45132<>99.78489<>99.88216<>100<>99.97976<>100<>100<>100<>100<>100<>100<>100<>100<>100
167,3,Edoxaban,42.05653<>44.77563<>48.2436<>56.1267<>63.55436<>70.57816<>76.1229<>82.39119<>89.76685<>94.42715<>97.44238<>98.36047<>99.45512<>99.93354<>99.94218<>100<>100<>99.96111<>100<>100<>100<>100<>100<>100<>100
168,3,Rilpivirine,38.37063<>40.68053<>43.99557<>52.67226<>58.95308<>68.41082<>73.79412<>78.19878<>85.436<>90.06223<>93.12991<>98.15491<>98.6488<>99.57946<>99.76327<>99.90446<>99.94715<>99.97443<>99.93686<>100<>100<>100<>100<>100<>100
169,3,Odanacatib (MK-0822),42.57805<>41.32191<>47.14917<>53.27145<>60.74569<>67.52956<>72.17928<>76.94938<>82.66846<>88.92386<>94.75651<>96.26221<>99.11775<>99.33223<>99.81218<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
170,3,Rigosertib (ON-01910),43.22342<>46.39899<>47.00977<>43.45394<>38.14474<>33.25341<>33.15768<>34.14492<>37.46974<>39.61338<>43.04591<>45.49044<>47.70604<>46.83575<>47.44647<>45.71985<>45.27458<>44.55646<>43.9865<>43.63837<>44.4306<>43.19055<>44.07293<>43.14572<>42.70501
171,3,BMS-754807,41.86581<>40.58755<>42.08216<>42.3561<>44.76286<>47.33738<>52.12859<>49.54029<>52.30527<>52.13989<>53.63065<>53.71808<>56.80212<>55.81301<>56.43291<>58.19131<>60.56731<>61.71597<>62.84777<>61.94124<>62.35764<>64.04459<>68.52094<>68.62746<>68.0245
172,3,Doripenem Hydrate,45.58638<>47.8822<>54.46363<>60.24999<>68.79206<>73.64893<>85.20342<>90.3951<>94.40138<>97.77927<>99.02899<>99.74503<>99.86508<>99.96165<>99.98032<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
173,3,ADL5859 HCl,49.90128<>53.74766<>58.68167<>68.07434<>73.74648<>78.26073<>89.6283<>94.97505<>97.11343<>98.23055<>99.6256<>99.89907<>99.97215<>99.90606<>99.97906<>99.97894<>100<>100<>100<>100<>100<>100<>100<>100<>100
174,3,Mizoribine ,43.20837<>46.44935<>53.49125<>61.07365<>68.81106<>75.85494<>82.59029<>91.07385<>97.12234<>98.35266<>99.41409<>99.90839<>99.98071<>99.97644<>100<>99.9772<>100<>100<>100<>100<>100<>100<>100<>100<>100
175,3,Docetaxel,47.80325<>46.13049<>44.18083<>39.73336<>37.47824<>35.25869<>36.54114<>39.26704<>42.15779<>44.96519<>45.88577<>47.55029<>47.86734<>48.24485<>48.42762<>47.2574<>48.45518<>46.55455<>46.62598<>45.69637<>44.03646<>43.20733<>42.87811<>42.49447<>41.36059
176,3,Pirarubicin,50.48932<>54.30543<>57.82754<>61.88156<>64.03306<>62.15559<>61.1557<>61.54951<>60.42887<>55.87755<>56.31934<>56.36045<>54.20998<>54.61158<>49.46639<>48.07228<>46.8812<>44.21708<>43.02241<>41.02736<>39.19532<>36.15895<>35.34731<>35.4865<>34.00633
177,3,MK-8245,47.03027<>50.46688<>57.57586<>64.56545<>74.16409<>81.34531<>88.31661<>93.66634<>97.52499<>98.50858<>99.46825<>99.7317<>99.8711<>99.981<>100<>100<>100<>100<>100<>99.9696<>100<>100<>100<>100<>100
178,3,Trilostane,48.72015<>53.94079<>60.99635<>68.8418<>77.6358<>83.67706<>90.75548<>93.67636<>96.82878<>98.7913<>99.30888<>99.6256<>99.97112<>99.9265<>99.97886<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
179,3,Valproic acid sodium salt (Sodium valproate),40.7809<>42.61861<>47.70571<>55.42702<>63.52217<>71.97448<>79.93472<>86.82601<>93.37601<>96.82761<>98.61129<>99.54887<>99.85196<>99.92139<>100<>100<>99.97236<>99.97865<>100<>100<>100<>100<>100<>100<>100
180,3,Ranolazine 2HCl,39.37016<>43.77064<>49.52717<>56.34587<>62.42616<>71.15924<>76.14174<>81.24937<>86.40182<>89.58553<>94.04121<>95.81509<>98.29278<>98.82985<>99.60205<>99.77701<>99.98024<>100<>99.98009<>99.91343<>99.97195<>100<>100<>100<>100
181,3,PD98059,44.62263<>48.62511<>56.04083<>64.15892<>71.08649<>79.68494<>89.35655<>92.66101<>96.73408<>98.37878<>99.51452<>99.69384<>99.90971<>100<>100<>99.9696<>100<>100<>100<>100<>100<>100<>100<>100<>100
182,3,Tranilast,40.24606<>44.50555<>51.1269<>58.75423<>68.13258<>74.2378<>81.45232<>88.09688<>95.40318<>97.92744<>99.23795<>99.83014<>99.94044<>99.97948<>100<>99.981<>100<>100<>100<>100<>100<>100<>100<>100<>100
183,3,Anastrozole,42.435<>44.64992<>51.40197<>59.62091<>67.91534<>75.67873<>83.86604<>89.63438<>95.11086<>97.70391<>98.70468<>99.60556<>99.80637<>99.98016<>99.97424<>99.93859<>100<>100<>99.98044<>100<>99.97795<>99.97941<>99.97498<>100<>99.98114
184,3,Nanchangmycin,43.94894<>46.0034<>54.4411<>59.7794<>65.38979<>73.88877<>79.17474<>81.87237<>85.95172<>87.88557<>89.47232<>91.69968<>93.5905<>93.70248<>94.65917<>94.9075<>95.76978<>95.88609<>95.90737<>95.73103<>95.45057<>94.19996<>94.39716<>93.89947<>92.96577
185,3,Exemestane,43.18461<>46.8053<>52.6208<>59.58408<>69.26434<>78.90742<>83.97112<>87.26692<>94.3989<>96.40134<>98.71752<>99.76976<>99.92283<>99.98079<>99.97257<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
186,3,VX-745,39.04619<>43.02262<>48.91743<>55.53677<>63.67899<>72.80097<>78.9077<>86.97557<>90.57961<>96.42123<>98.3401<>99.228<>99.90266<>99.85134<>99.96587<>99.96559<>99.97997<>99.97575<>100<>100<>100<>100<>100<>100<>100
187,3,PIK-75,34.15575<>37.39805<>34.90854<>32.34844<>32.96866<>31.72476<>31.03185<>30.24115<>30.12558<>29.98231<>29.23435<>30.09809<>28.98768<>29.39565<>28.8418<>27.89642<>27.86665<>27.35639<>26.9092<>26.15647<>25.86987<>25.07087<>24.45686<>23.94369<>23.15636
188,3,Alfacalcidol,34.10518<>37.9338<>42.57016<>48.46202<>55.39433<>63.75179<>69.40967<>76.84377<>83.17197<>90.09904<>94.0062<>96.30692<>98.28787<>99.44283<>99.62967<>99.69329<>99.86177<>99.85535<>99.83987<>99.8633<>99.84388<>100<>99.97007<>99.97236<>99.94467
189,3,Nelarabine ,42.05744<>44.75346<>51.72012<>57.83875<>66.1414<>73.21176<>81.35091<>87.16478<>92.39431<>96.66259<>97.67047<>99.15872<>99.67099<>99.92311<>100<>99.97913<>100<>100<>99.97077<>100<>100<>100<>100<>100<>100
190,3,VX-222 (VCH-222; Lomibuvir),37.28366<>39.61912<>45.62589<>51.71709<>58.89499<>68.80214<>75.84417<>81.36874<>87.9206<>91.46654<>93.89264<>97.9224<>99.22247<>99.42363<>99.72638<>99.96435<>99.95254<>100<>100<>100<>100<>100<>100<>100<>100
