,expId,Compound,tempConfluenceDf
881,3,CYT387,22.26079<>31.13534<>34.27803<>39.6151<>40.01899<>42.31046<>44.07686<>45.59909<>47.3673<>48.11734<>49.63086<>54.87862<>55.06361<>57.55057<>59.28823<>63.23303<>65.12268<>69.36062<>72.10881<>71.56353<>73.66151<>76.11959<>76.89724<>79.29562<>81.03704
882,3,Pramipexole,34.16018<>38.39274<>43.76112<>50.8736<>56.38752<>65.17648<>74.75429<>82.11939<>89.26212<>93.65791<>97.67744<>99.16653<>99.43303<>99.93699<>99.94688<>99.97112<>99.97997<>100<>100<>100<>100<>100<>100<>100<>100
883,3,Eltrombopag,16.03138<>17.77361<>19.55107<>24.32948<>27.33691<>32.13127<>37.91466<>47.16152<>52.19978<>59.1011<>65.3965<>73.56704<>80.76749<>84.9267<>89.08031<>91.65485<>94.76921<>97.00755<>98.23053<>99.32105<>99.54838<>99.49574<>99.6535<>99.9593<>100
884,3,Imatinib (STI571),21.08857<>23.17397<>25.99262<>30.31091<>34.46659<>40.54549<>45.16647<>50.60877<>59.45133<>64.65047<>69.60412<>75.55003<>82.56155<>85.68861<>89.89955<>92.71068<>93.886<>95.95635<>97.65237<>97.80828<>98.56218<>98.9262<>99.4697<>99.78529<>99.7972
885,3,Degrasyn (WP1130),20.93377<>24.79519<>25.1796<>27.46553<>30.39172<>35.83879<>41.89393<>46.85448<>50.75637<>60.12958<>67.90929<>76.11951<>83.93581<>86.27672<>89.4565<>94.36126<>97.6541<>99.17778<>99.51032<>99.68266<>99.786<>99.981<>99.95192<>100<>100
886,3,Moroxydine HCl,22.9666<>25.05968<>27.59173<>32.17735<>38.38465<>45.99731<>51.72691<>58.97399<>67.70199<>74.02282<>81.05485<>86.48658<>92.24365<>95.06825<>97.2668<>98.8704<>99.57394<>99.95136<>99.95412<>100<>100<>100<>100<>99.9812<>100
887,3,SMI-4a,39.49704<>44.49042<>49.89639<>57.76075<>64.09863<>69.87019<>81.60236<>90.31112<>94.08424<>96.66922<>99.39571<>99.85569<>99.93581<>99.97941<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
888,3,AZD5363,19.49719<>21.28013<>24.39972<>28.20312<>31.30264<>36.05865<>41.40955<>53.44271<>57.466<>65.47282<>74.15602<>77.29207<>85.08205<>88.01247<>91.96825<>95.2859<>97.39575<>98.65281<>99.14263<>99.35855<>99.38834<>99.70642<>99.84644<>99.85825<>99.89942
889,3,3-Indolebutyric acid (IBA),32.65467<>34.27227<>40.14699<>45.98557<>50.33729<>56.52568<>63.76725<>69.93002<>76.33517<>82.88654<>89.99695<>92.58323<>96.82981<>98.87777<>99.65655<>99.89577<>100<>100<>100<>100<>100<>100<>100<>100<>100
890,3,Ozagrel,37.73555<>40.94115<>47.31134<>53.62559<>59.51191<>68.07423<>74.50896<>82.8366<>87.85317<>91.00414<>94.8023<>97.72338<>99.24982<>99.57096<>99.96069<>100<>99.9743<>100<>100<>100<>100<>100<>100<>100<>100
891,3,Artemether,25.19404<>26.55414<>30.44333<>35.14982<>41.06128<>48.23511<>52.76408<>58.6068<>67.4446<>75.13518<>77.41011<>84.42384<>87.66929<>91.8815<>94.05517<>96.91299<>97.62219<>98.35674<>99.1813<>99.45029<>99.88001<>99.93871<>99.78082<>99.82385<>99.84816
892,3,Roxithromycin ,51.77864<>55.2971<>62.0653<>68.48666<>77.11242<>85.2794<>90.00849<>95.66333<>98.19786<>98.68693<>99.05171<>99.80907<>100<>99.98003<>99.98044<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
893,3,Bilobalide,42.52818<>46.42758<>52.09314<>58.07284<>65.95898<>73.26806<>83.01414<>90.32119<>94.91904<>97.02855<>98.51645<>99.79967<>99.82674<>100<>99.97748<>99.9765<>100<>100<>100<>100<>100<>100<>100<>100<>100
894,3,Naphazoline HCl ,42.13432<>45.09291<>50.77149<>58.32933<>66.84509<>75.51115<>82.1417<>90.39158<>94.64273<>97.69894<>99.19263<>99.56337<>99.82302<>100<>100<>99.97713<>100<>99.97568<>100<>100<>100<>100<>100<>100<>100
895,3,Dihydroartemisinin (DHA),33.32076<>35.79887<>39.5318<>47.14647<>54.45777<>61.44748<>67.94194<>77.12181<>83.96917<>87.72822<>93.39163<>97.39838<>99.23828<>99.67602<>99.84368<>99.91205<>99.96912<>100<>99.98009<>100<>100<>100<>100<>100<>100
896,3,Dopamine HCl,22.18936<>23.92615<>27.51278<>31.00318<>35.51599<>41.83438<>47.68954<>55.19817<>64.04937<>68.75662<>77.43148<>82.49764<>88.06594<>91.16785<>93.38093<>94.49359<>95.97604<>97.68263<>98.31619<>98.71545<>99.15332<>99.39807<>99.7757<>99.77673<>99.9077
897,3,Ferulic Acid,19.84223<>21.62045<>23.48516<>27.78177<>31.74964<>37.16338<>43.60625<>50.15217<>57.63021<>65.89805<>72.90526<>83.09156<>85.79818<>91.34187<>92.2641<>96.12718<>97.48763<>98.819<>99.00717<>99.16064<>99.57711<>99.8282<>99.85596<>99.97527<>100
898,3,Secnidazole ,19.38109<>20.26138<>23.89347<>27.12898<>32.1493<>37.70412<>45.37909<>51.41888<>59.5407<>66.80245<>72.86604<>79.33203<>84.17966<>88.22855<>89.35738<>92.66003<>94.44104<>97.14031<>98.5416<>98.26627<>98.78018<>98.91708<>99.69495<>99.72762<>99.786
899,3,Hyodeoxycholic acid (HDCA),44.21018<>47.71636<>53.4375<>59.2577<>68.28111<>75.37741<>83.76678<>91.12779<>95.35242<>98.24899<>99.11672<>99.73191<>99.69384<>99.96021<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
900,3,Scopine HCl,41.72316<>45.77281<>50.71727<>57.59755<>63.88359<>71.22491<>78.7147<>87.48446<>90.64481<>94.51998<>97.96273<>99.4733<>99.60259<>99.82336<>99.85936<>99.96947<>100<>100<>100<>100<>100<>100<>100<>100<>100
901,3,Magnolol,43.07526<>46.63543<>52.53158<>59.01318<>65.3862<>74.61117<>81.95567<>87.9045<>91.94717<>95.54749<>97.00948<>98.65514<>99.47412<>99.66656<>99.9312<>99.98058<>100<>100<>100<>100<>100<>100<>100<>100<>100
902,3,Rosiglitazone ,41.20924<>45.35933<>51.5093<>58.75283<>64.96865<>72.46061<>79.63182<>86.93503<>93.64465<>96.4233<>98.69875<>99.80396<>99.9745<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
903,3,Neohesperidin,42.64437<>46.02046<>51.60035<>60.04745<>66.57079<>74.33425<>82.80311<>89.91177<>94.07306<>97.01487<>98.73141<>99.29314<>99.85832<>99.9225<>99.97333<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
904,3,Medroxyprogesterone acetate,16.9706<>19.02948<>22.04659<>25.98315<>31.43215<>36.54986<>45.17276<>49.07492<>54.44498<>62.5662<>71.28635<>76.7626<>79.64301<>86.35499<>90.12522<>93.92545<>94.40076<>97.11366<>99.03721<>98.85492<>99.50756<>99.39019<>99.76686<>99.84864<>99.78751
905,3,(-)-Parthenolide,37.2299<>38.6258<>43.6562<>48.29396<>57.96427<>65.55019<>72.86305<>80.48643<>87.24532<>91.62155<>95.70388<>98.41753<>99.19339<>99.68777<>99.94225<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
906,3,Quinapril HCl ,36.18935<>39.42625<>43.99419<>50.01477<>57.79717<>66.76964<>73.71546<>83.44565<>88.50131<>92.81035<>96.35526<>98.69459<>99.64722<>99.82468<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
907,3,Salicin,24.34039<>25.41017<>28.90369<>32.37145<>37.98069<>43.2664<>49.52055<>57.89146<>66.48631<>74.45462<>79.71222<>86.86096<>92.41399<>95.63686<>96.67819<>98.08845<>99.06402<>99.5892<>99.85052<>99.9287<>100<>99.92311<>99.9008<>100<>100
908,3,Tolvaptan,25.16067<>28.23752<>32.12878<>36.82955<>42.47237<>48.37953<>55.91063<>63.34121<>71.60754<>77.70818<>84.93947<>89.58685<>93.4397<>96.52125<>98.23434<>99.14303<>99.59611<>99.80423<>99.85652<>99.87849<>99.97368<>100<>99.98086<>99.95337<>99.97562
909,3,Stigmasterol,26.66356<>28.56895<>32.20788<>37.23226<>43.0752<>49.83296<>56.85448<>64.81287<>72.33467<>77.28021<>82.79454<>88.16201<>89.82838<>92.38104<>94.09026<>95.91077<>97.34353<>99.12908<>99.46294<>99.34867<>99.55196<>99.70186<>99.83691<>100<>100
910,3,Dehydroepiandrosterone (DHEA),29.20527<>32.28344<>35.67405<>40.23396<>46.18271<>53.49656<>59.78262<>67.99811<>76.23962<>81.61148<>87.34664<>92.7142<>95.94357<>97.87701<>98.79109<>99.30723<>99.71574<>99.81735<>99.94556<>100<>100<>100<>100<>100<>100
911,3,PRX-08066 Maleic acid,24.63763<>26.86498<>29.45409<>33.27247<>38.15947<>43.98077<>50.33287<>57.16622<>64.70069<>70.96968<>78.66945<>84.34233<>90.10036<>92.87597<>95.42612<>97.3148<>98.19849<>98.80327<>99.48067<>99.66186<>100<>99.93576<>99.981<>99.98016<>100
912,3,TCS 359,26.52477<>28.53607<>31.61278<>35.84163<>40.95538<>48.67989<>55.47724<>62.44275<>69.96403<>75.76714<>81.58965<>88.57876<>91.30511<>94.26945<>96.44486<>97.89317<>98.77728<>99.43288<>99.62064<>99.81176<>99.91939<>99.9718<>100<>100<>100
913,3,Gabexate Mesylate,29.45858<>31.47574<>36.67681<>43.30965<>47.86285<>52.18957<>59.89202<>65.19465<>69.91656<>77.53653<>84.39219<>88.31737<>92.53667<>96.73629<>98.87592<>99.76327<>99.96774<>99.96815<>100<>100<>100<>100<>100<>100<>100
914,3,Ursolic Acid,33.80499<>36.48568<>40.56794<>46.12906<>51.55488<>56.98886<>64.65594<>71.80949<>77.18328<>80.85882<>85.69869<>90.64536<>93.30003<>94.09123<>94.51143<>97.04934<>97.48914<>98.78522<>99.55859<>99.69971<>99.82481<>99.95758<>99.97007<>100<>99.97726
915,3,Conivaptan HCl ,44.93113<>48.18874<>56.47915<>64.11285<>71.13982<>78.66703<>84.48166<>92.88509<>96.52346<>97.57667<>99.39198<>99.72527<>99.97292<>99.97823<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
916,3,Butylscopolamine Bromide,46.95906<>50.68303<>58.34106<>66.35954<>74.29625<>79.92436<>87.49702<>94.29852<>98.3613<>99.34681<>99.293<>99.94563<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
917,3,Naftopidil ,39.55467<>42.03145<>47.19268<>53.87075<>58.67257<>66.86366<>74.23676<>82.63884<>91.6047<>94.82067<>97.30748<>99.18123<>99.69102<>99.87766<>99.90695<>99.97443<>100<>99.97941<>100<>100<>100<>100<>100<>100<>100
918,3,Indirubin,42.0948<>45.52581<>50.59295<>56.62459<>65.10844<>72.10792<>79.23615<>86.8922<>92.44128<>96.02315<>97.82796<>99.30564<>99.71256<>99.80009<>99.91399<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
919,3,LDE225 (NVP-LDE225;Erismodegib),39.7771<>43.2874<>47.76499<>53.11188<>59.16334<>66.80972<>73.85603<>81.39174<>89.63085<>92.86368<>96.73954<>98.69231<>99.77638<>99.76216<>99.89037<>99.86516<>100<>99.98051<>100<>100<>100<>100<>100<>100<>100
920,3,Naringenin,32.58532<>35.70485<>40.92583<>47.81878<>56.11218<>61.44651<>71.82796<>79.8012<>87.95452<>92.14377<>97.37455<>98.91294<>99.4643<>99.82178<>99.95303<>99.98114<>100<>100<>100<>100<>100<>100<>100<>100<>100
921,3,RAF265 (CHIR-265),14.47598<>15.11453<>17.19274<>18.63809<>19.09649<>20.75148<>21.10176<>21.76834<>21.98862<>21.82257<>21.71295<>26.55841<>25.37163<>23.86943<>25.65981<>25.96071<>27.88641<>30.36666<>31.04477<>31.90581<>33.11126<>32.78913<>35.31347<>39.12176<>39.8568
922,3,Sophocarpine,40.33211<>44.18172<>48.0343<>55.72799<>63.63587<>70.59632<>77.86319<>86.48077<>91.96763<>96.05092<>98.22128<>99.47288<>99.90128<>99.88422<>99.96145<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
923,3,MLN2238,39.29239<>42.23904<>47.54227<>50.14789<>47.972<>44.12958<>38.71373<>37.58883<>35.41231<>34.2754<>33.28173<>34.08647<>32.3389<>30.46266<>30.66859<>30.0127<>30.22539<>31.4001<>30.53291<>29.71229<>29.71575<>29.32022<>29.02706<>29.94874<>29.59238
924,3,Geniposidic acid,39.91454<>42.78107<>47.41711<>53.38699<>57.60354<>62.71618<>70.75036<>78.53827<>84.56592<>90.52739<>95.46038<>97.83826<>99.2298<>99.75477<>99.96076<>100<>99.9638<>99.95716<>100<>100<>100<>100<>100<>100<>100
925,3,GSK461364,41.26899<>45.53216<>48.74102<>51.88494<>51.41074<>51.01977<>49.77316<>48.50098<>47.85166<>45.87366<>46.47256<>49.7342<>50.35856<>51.75758<>53.58621<>55.52732<>58.35903<>62.34195<>63.05461<>65.57866<>65.63861<>67.29408<>67.51326<>68.40095<>70.39318
926,3,Guanosine,35.02721<>37.83335<>44.15361<>50.80156<>56.7039<>63.66096<>73.20251<>83.5639<>88.89512<>94.32553<>97.50462<>99.48193<>99.71803<>99.92685<>99.96429<>99.94479<>99.97726<>100<>100<>100<>100<>100<>100<>100<>100
927,3,Formestane,42.65328<>45.96125<>52.3863<>59.67623<>68.08501<>76.76331<>83.72105<>90.35705<>94.8242<>97.20469<>99.00116<>99.56828<>99.95295<>99.95676<>100<>100<>99.97894<>100<>100<>100<>100<>100<>100<>100<>100
928,3,Benserazide HCl,38.54104<>42.72684<>49.1907<>56.0367<>64.2767<>71.81<>80.96471<>87.63332<>92.90333<>96.72938<>98.66413<>99.47625<>99.66966<>99.94715<>99.89762<>99.98032<>100<>100<>100<>100<>100<>100<>100<>100<>100
929,3,SB590885,18.83738<>19.28526<>21.51629<>25.25972<>29.26068<>33.76782<>37.50096<>42.71103<>49.75333<>57.00167<>63.05801<>71.95872<>79.61263<>87.68414<>92.59249<>96.17532<>97.87224<>99.15464<>99.67175<>99.82696<>99.92304<>99.91303<>99.95751<>100<>100
930,3,Domperidone ,40.74139<>44.20086<>50.06871<>56.82815<>62.61652<>73.47314<>80.70422<>88.03402<>93.49186<>96.63441<>98.03346<>99.54182<>99.89114<>100<>99.95571<>100<>99.97933<>100<>100<>100<>100<>100<>100<>100<>100
931,3,LY2157299,38.44041<>41.24805<>44.79167<>52.90132<>60.83242<>66.82236<>75.14685<>81.65893<>87.59015<>90.80673<>94.44082<>97.77596<>99.02567<>99.47578<>99.76991<>99.97582<>100<>100<>100<>100<>100<>100<>100<>100<>100
932,3,Itraconazole,23.23822<>25.10154<>28.73343<>34.06761<>38.20196<>39.95808<>39.81894<>37.74783<>34.21869<>31.29786<>29.05055<>27.97613<>26.49018<>25.24936<>24.29383<>24.49402<>23.85209<>24.2086<>24.48489<>23.27192<>23.40483<>22.94865<>22.7256<>23.15014<>22.93731
933,3,AR-42,28.57254<>30.90911<>32.08291<>34.35786<>38.64803<>44.47309<>51.74796<>52.5183<>52.18737<>50.38986<>48.01068<>45.91899<>43.59417<>39.02437<>36.0416<>34.38999<>32.88427<>32.22701<>31.79549<>30.21606<>29.25515<>27.43935<>25.69684<>25.41832<>22.95541
934,3,Mycophenolic acid,29.00793<>28.9633<>32.83799<>36.0695<>39.98494<>44.21405<>48.40088<>49.96166<>52.16602<>52.73837<>55.42723<>59.45224<>60.6976<>63.03009<>62.59456<>65.87631<>69.69082<>72.87501<>75.48229<>77.28207<>78.63409<>79.78912<>80.84803<>84.51577<>86.67095
935,3,BIX 01294,37.23405<>37.83157<>43.05675<>47.69902<>53.20291<>59.49483<>66.48734<>75.3145<>78.46479<>82.56852<>87.20725<>91.34021<>93.26619<>95.81813<>97.41833<>98.18309<>99.22198<>99.88326<>99.90302<>100<>100<>100<>100<>100<>100
936,3,GW0742,26.51262<>28.66206<>32.25657<>38.87883<>45.16369<>50.03792<>55.78333<>63.04424<>71.11129<>76.92991<>83.79601<>90.06215<>95.87193<>97.38436<>98.12472<>99.53773<>99.75491<>99.87552<>100<>100<>100<>100<>100<>100<>100
937,3,4-Methylumbelliferone (4-MU),34.70788<>36.51068<>41.70376<>47.42234<>51.93859<>59.22862<>67.07903<>75.95249<>80.23784<>84.08328<>88.51762<>90.98489<>93.5418<>96.30083<>96.84115<>98.77554<>98.78266<>99.27711<>99.66325<>99.70947<>99.5941<>99.48663<>99.68404<>99.82923<>99.91772
938,3,Pancuronium dibromide,35.9234<>38.92503<>42.98021<>49.80423<>57.62397<>64.34344<>70.00971<>75.32446<>80.74644<>86.64932<>88.72969<>91.6916<>94.25632<>96.51366<>97.90208<>99.13096<>99.40794<>99.49035<>99.87262<>99.9475<>100<>100<>100<>100<>100
939,3,Artesunate,33.33305<>37.00432<>41.44922<>47.14957<>54.58278<>59.55687<>68.14718<>73.12299<>79.12516<>83.4978<>85.9064<>91.45985<>94.69109<>96.42593<>97.52016<>98.72126<>98.6079<>99.48427<>99.5814<>99.26537<>99.36974<>99.88705<>99.83973<>99.76189<>99.85859
940,3,Scopolamine HBr,33.59541<>35.94054<>41.19384<>47.18391<>53.08865<>59.33479<>69.5159<>79.45159<>86.15681<>89.87435<>95.22076<>97.6751<>98.71282<>99.45374<>99.90736<>99.97997<>99.9725<>100<>100<>100<>100<>100<>100<>100<>100
941,3,Caffeic Acid,46.541<>51.38195<>56.13885<>64.28429<>72.56997<>80.90019<>87.26085<>93.14447<>97.50049<>98.53765<>99.38929<>99.72909<>99.8568<>99.88712<>99.95702<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
942,3,Epinephrine Bitartrate ,38.70379<>42.79109<>48.90831<>57.47644<>64.60638<>72.0157<>79.14484<>87.45205<>93.67719<>96.51075<>99.02374<>99.50078<>99.87048<>99.89493<>99.97409<>99.97706<>100<>100<>100<>100<>100<>100<>100<>100<>100
943,3,Diosmin,35.2361<>38.62553<>44.20872<>51.1685<>58.82799<>64.78629<>75.08026<>82.60374<>89.2805<>92.77154<>96.98835<>98.33954<>99.5235<>99.62193<>99.86972<>99.91427<>100<>100<>100<>100<>99.97783<>100<>100<>100<>100
944,3,7-Aminocephalosporanic acid,40.37093<>44.38798<>51.6853<>58.51161<>64.36782<>73.3569<>80.74566<>88.48038<>93.77099<>97.37124<>98.78812<>99.65731<>99.91316<>99.97527<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
945,3,Glycyrrhizic Acid,36.61741<>38.20297<>44.99862<>51.41247<>58.02464<>65.04626<>74.2414<>82.31977<>90.07266<>93.8932<>96.32991<>98.86162<>99.75145<>99.8606<>99.89245<>99.95406<>99.97326<>99.98051<>100<>100<>100<>100<>100<>100<>100
946,3,Acetanilide,35.53279<>39.40726<>44.98695<>51.1131<>58.36366<>65.58471<>73.62912<>82.29912<>88.98623<>92.57653<>97.98325<>99.53842<>99.78545<>99.81107<>99.97223<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
947,3,Icariin,36.82892<>39.98259<>46.21615<>54.15148<>58.91066<>65.7887<>73.31572<>82.86396<>88.24007<>91.78333<>95.42246<>98.88905<>99.55631<>99.83504<>99.94888<>99.95026<>100<>100<>100<>100<>100<>100<>100<>100<>100
948,3,Trospium chloride ,36.634<>37.40095<>36.76482<>37.00713<>37.89152<>40.08412<>43.32166<>49.54513<>53.5749<>57.41946<>60.91947<>65.85059<>69.67747<>74.50454<>77.62378<>81.70319<>84.88257<>89.07113<>91.80668<>93.61771<>95.40043<>96.20337<>97.2297<>98.22267<>98.50837
949,3,(+)-Matrine,43.10601<>46.62466<>52.23171<>57.43266<>64.14194<>70.14547<>75.68268<>85.56048<>89.14718<>92.4312<>95.76293<>98.52687<>98.87564<>99.4688<>99.72321<>99.97223<>99.95088<>100<>100<>100<>100<>100<>100<>100<>99.98009
950,3,Terbinafine HCl ,38.97311<>43.64431<>49.47044<>56.83209<>63.38011<>72.23164<>78.81623<>87.67615<>92.92889<>95.33369<>98.26336<>99.41208<>99.84843<>99.93327<>99.95351<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
951,3,Nobiletin,44.65613<>47.81008<>54.87186<>61.99471<>70.35979<>76.46233<>84.04224<>90.34883<>95.36154<>98.02911<>99.15367<>99.85473<>99.93541<>99.8923<>99.95033<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
952,3,Phenylephrine HCl,35.95029<>39.61622<>46.07711<>52.34767<>58.34016<>65.79403<>76.1021<>82.80945<>90.89584<>94.55024<>98.10489<>99.27152<>99.8007<>99.91669<>99.98032<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
953,3,Phloretin,41.49245<>46.19177<>52.90478<>59.56218<>66.61567<>72.74142<>81.07433<>87.93166<>95.12654<>97.45709<>98.87896<>99.74282<>99.69406<>99.97368<>99.93224<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
954,3,Trazodone HCl ,39.80492<>43.8076<>49.27241<>55.62458<>63.92006<>70.17938<>78.59071<>85.10057<>92.0865<>95.48353<>97.02309<>99.15311<>99.69627<>99.94032<>99.87026<>99.95006<>99.97623<>100<>100<>100<>100<>100<>100<>100<>100
955,3,Salinomycin,37.27024<>42.73763<>49.26178<>58.06872<>65.46052<>73.87358<>81.58557<>89.93105<>95.39159<>97.78893<>99.30232<>99.92933<>100<>99.97878<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
956,3,Pramiracetam,18.81818<>19.78144<>22.71531<>26.76924<>31.29152<>36.6677<>40.9263<>48.45669<>54.87276<>63.16901<>69.43137<>75.08724<>81.57203<>84.3598<>87.37518<>92.18514<>93.49317<>95.36389<>96.86746<>97.93695<>98.49068<>99.20431<>99.5905<>99.61973<>99.81025
957,3,Synephrine,26.1754<>27.91597<>31.22465<>37.89339<>42.43078<>47.2599<>54.28913<>60.58181<>68.45076<>73.82722<>80.13573<>85.56994<>92.11089<>94.27849<>96.2991<>98.43597<>98.97443<>99.08812<>99.59031<>99.88657<>100<>100<>100<>100<>100
958,3,Idebenone,23.64086<>24.93389<>28.40497<>32.66481<>37.62716<>42.52238<>49.90191<>56.09577<>63.71111<>68.16451<>75.05124<>84.49981<>89.67422<>93.46699<>96.39422<>98.18972<>99.00861<>99.77267<>99.96863<>99.96904<>100<>100<>100<>100<>100
959,3,GW9508,32.8308<>34.90661<>39.95489<>45.60441<>51.28834<>58.08223<>65.34254<>70.19686<>74.79538<>79.36476<>83.9896<>88.5293<>93.47452<>96.83804<>98.33484<>99.17405<>99.66<>99.79414<>99.97844<>100<>100<>100<>100<>100<>100
960,3,Tyrphostin AG 1296,26.61437<>29.67748<>33.87268<>39.6305<>44.55308<>51.02501<>56.67087<>67.87892<>70.52981<>79.57394<>85.47642<>92.07994<>96.34007<>98.18322<>99.32367<>99.75188<>99.95882<>99.97788<>99.97928<>100<>100<>100<>100<>100<>99.98038
961,3,Rasagiline Mesylate,33.12403<>37.49088<>40.5689<>48.0783<>53.42401<>60.08101<>66.89587<>71.15867<>77.29511<>82.90166<>85.63369<>88.22722<>92.21457<>94.96657<>95.69276<>97.51906<>98.34486<>98.70393<>99.74468<>99.95972<>99.93859<>100<>100<>99.97761<>100
962,3,Vanillylacetone,35.05195<>38.93367<>43.80561<>49.67077<>56.32674<>60.44816<>67.53275<>73.08182<>77.97234<>83.28513<>84.95509<>86.46281<>89.49422<>93.86528<>95.08102<>96.41501<>97.33933<>98.78839<>99.22717<>99.60446<>99.87766<>99.9269<>100<>100<>100
963,3,Ibutilide Fumarate,26.30298<>28.07076<>32.43216<>38.03196<>41.66286<>48.95452<>55.06666<>63.74268<>69.79781<>74.46259<>80.84922<>84.74717<>89.58561<>93.52059<>94.87324<>96.90144<>97.70411<>97.99458<>99.32658<>99.76044<>99.81866<>99.93147<>100<>99.97761<>100
964,3,Dioscin,32.80104<>27.04154<>25.2055<>24.42439<>23.76699<>23.9327<>23.56694<>24.45567<>24.36236<>23.9231<>23.98189<>23.9814<>23.20788<>23.0428<>22.77838<>22.72139<>22.21057<>22.54753<>22.66634<>21.77242<>22.22577<>21.76522<>22.08727<>22.53827<>22.78093
965,3,S- (+)-Rolipram,42.23793<>45.13131<>51.83037<>59.54707<>67.71205<>73.18433<>81.26111<>88.00066<>93.14973<>96.93433<>99.29404<>99.89804<>99.80526<>99.93113<>99.95599<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
966,3,Lappaconite HBr,45.13953<>49.50312<>56.47379<>63.49649<>72.04672<>78.19808<>86.6319<>91.8569<>96.50854<>98.5451<>99.69406<>99.88408<>99.94321<>99.94404<>99.96027<>100<>100<>100<>99.98106<>100<>100<>100<>100<>100<>100
967,3,Sitafloxacin Hydrate,32.76933<>36.64865<>41.44886<>45.30802<>52.04279<>58.43473<>65.86192<>74.71659<>81.24482<>85.70451<>92.25263<>96.34753<>98.81002<>99.53<>99.91406<>99.92491<>100<>100<>100<>100<>100<>100<>100<>100<>100
968,3,Rheochrysidin,46.53356<>48.52881<>53.75994<>61.02261<>68.63422<>75.38413<>80.47675<>87.88177<>93.28656<>96.1852<>98.30515<>99.56924<>99.82288<>99.89381<>99.96774<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
969,3,PF-4708671,23.00072<>23.90687<>27.43161<>31.1711<>35.04524<>39.47251<>44.38495<>48.58489<>55.40947<>60.29065<>66.0152<>74.0966<>77.48237<>81.81497<>82.88177<>86.15218<>88.44192<>90.04357<>91.77683<>93.35302<>94.40483<>95.62776<>96.72523<>96.62894<>96.76116
970,3,Chrysophanic Acid,36.22451<>38.27772<>44.09159<>50.52436<>58.09861<>66.29869<>72.95224<>80.46217<>88.60812<>93.75911<>96.01506<>98.563<>99.47121<>99.87399<>99.94708<>99.94839<>99.95522<>100<>100<>100<>100<>100<>100<>100<>100
971,3,MLN9708,39.30833<>42.69763<>48.20049<>50.42157<>47.89145<>44.07899<>39.63611<>36.8826<>35.80722<>33.75658<>33.15421<>32.6492<>31.36481<>30.54576<>30.02944<>29.89465<>29.70283<>29.63631<>29.8144<>28.5496<>28.78081<>28.10089<>28.37257<>28.27945<>28.68963
972,3,Astragaloside A,44.70394<>47.57336<>52.98953<>61.21318<>69.56764<>76.03282<>82.80303<>89.00123<>93.09274<>95.51268<>98.26598<>99.20618<>99.8394<>99.97941<>100<>99.97141<>100<>100<>100<>100<>100<>100<>100<>100<>100
973,3,R406,37.35875<>39.61959<>40.77413<>43.4158<>45.92017<>48.72277<>49.96533<>51.60628<>52.23256<>53.28098<>54.27691<>54.12206<>55.9031<>57.65533<>58.45297<>59.77175<>60.26857<>60.46347<>62.42842<>63.62282<>64.96338<>65.38926<>66.5442<>65.17574<>65.24778
974,3,Inosine,39.06001<>43.70281<>48.8302<>56.27163<>63.46058<>71.25124<>78.48986<>86.19984<>91.32555<>95.06438<>98.26218<>99.37907<>99.61842<>99.90563<>99.97755<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
975,3,Vinflunine Tartrate,41.17346<>44.47792<>43.66351<>39.95854<>35.7724<>33.58897<>32.83633<>34.77192<>37.76795<>39.68018<>42.9021<>44.80666<>44.69233<>44.37728<>43.77361<>43.59423<>44.73633<>44.55307<>43.13446<>42.65715<>42.99728<>42.65155<>43.25562<>43.53283<>41.55545
976,3,Bupivacaine HCl ,43.26473<>45.89426<>52.05328<>60.01325<>68.04543<>76.51489<>82.28178<>90.2385<>93.93491<>96.59295<>98.21404<>99.77038<>99.9287<>99.94735<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100<>100
